material,bulk_modulus (eV/AA^3),r_sA,r_sB,r_valA,r_valB,r_s_catA,r_s_catB,r_val_catA,r_val_catB,e_hA,e_hB,e_lA,e_lB,ZA,ZB,IPA,IPB,EAA,EAB,ENA,ENB,oxA,oxB,A,B1,B2,A_atomic_stiffness,B_atomic_stiffness
Ca2GaVO6,1.16043,1.80815,1.26555,1.80815,0.92665,1.65875,1.2055,1.65875,0.7273,-3.94208,-6.70658,-0.93507,-1.43343,20,27,6.11316,6.37274,0.02455,0.41443,1,1.72,2,4,Ca,Ga,V,4.44,10.645
Be2PdTaO6,1.18009,1.08065,1.4704,1.08065,0.7078,1.00365,1.3487,1.00365,0.69805,-6.07034,-5.02985,-1.4731,-2.18726,4,59.5,9.3227,7.94321,-0.52,0.44263,1.57,1.85,2,4,Be,Pd,Ta,6.02,19.935
Sm2MnRuO6,1.38837,1.99935,1.378,0.32485,0.52045,1.80355,1.3118,0.32345,0.5181,-3.31902,-4.83627,-0.57557,-2.0548,62,34.5,5.64371,7.39727,0.162,0.26319,1.17,1.875,2,4,Sm,Mn,Ru,8.06,23.285
Sr2RuWO6,1.20298,1.96785,1.43265,1.96785,0.7189,1.81085,1.3841,1.81085,0.71135,-3.70916,-4.91064,-0.90065,-2.31784,38,59,5.69487,7.61227,0.05207,0.93133,0.95,2.28,2,4,Sr,Ru,W,3.75,28.81
Ce2GaMnO6,1.34533,2.07805,1.16475,1.35245,0.88595,1.91635,1.1068,0.38175,0.6871,-3.34104,-6.87604,-1.39487,-1.55084,58,28,5.5386,6.71667,0.572,-0.1094,1.12,1.68,3,3,Ce,Ga,Mn,4.78,13.005
Sr2MnTcO6,1.25406,1.96785,1.3741,1.96785,0.5368,1.81085,1.3036,1.81085,0.53505,-3.70916,-4.53551,-0.90065,-2.25664,38,34,5.69487,7.27671,0.05207,0.016,0.95,1.725,2,4,Sr,Mn,Tc,3.75,23.535
Ba2TcWO6,1.19476,2.20615,1.42875,2.20615,0.73525,2.07185,1.3759,2.07185,0.7283,-3.35828,-4.60988,-1.33494,-2.51968,56,58.5,5.21166,7.49171,0.14463,0.68413,0.89,2.13,2,4,Ba,Tc,W,3.58,29.06
Ca2BiGaO6,0.904,1.80815,1.00345,1.80815,1.33255,1.65875,0.98005,1.65875,1.11185,-3.94208,-7.40518,-0.93507,-2.27219,20,57,6.11316,6.64241,0.02455,0.62178,1,1.915,2,4,Ca,Bi,Ga,4.44,7.63
Be2GeRhO6,1.28884,1.08065,1.21365,1.08065,0.8918,1.00365,1.12455,1.00365,0.8522,-6.07034,-8.1947,-1.4731,-2.61597,4,38.5,9.3227,7.67917,-0.52,1.18778,1.57,2.145,2,4,Be,Ge,Rh,6.02,15.635
La2CuZrO6,1.06207,2.03235,1.4566,1.19775,1.0386,1.88385,1.35705,1.88385,0.57465,-3.5912,-4.89622,-1.49016,-2.45728,57,34.5,5.5769,7.18025,0.55755,0.83454,1.1,1.615,3,3,La,Cu,Zr,6.56,12.285
La2AgPtO6,1.06163,2.03235,1.33465,1.19775,1.0027,1.88385,1.2464,1.88385,0.60485,-3.5912,-5.17494,-1.49016,-3.67766,57,62.5,5.5769,8.26753,0.55755,1.71479,1.1,2.105,3,3,La,Ag,Pt,6.56,17.085
La2GePbO6,0.87533,2.03235,0.9863,1.19775,1.2914,1.88385,0.97005,1.88385,1.21815,-3.5912,-11.69639,-1.49016,-2.37592,57,57,5.5769,7.65806,0.55755,0.7947,1.1,2.17,3,3,La,Ge,Pb,6.56,8.655
Nd2PbRhO6,0.93706,2.00295,1.274,0.35015,1.01045,1.89905,1.18675,0.34865,0.9686,-3.25222,-8.38887,-1.29622,-2.51638,60,63.5,5.525,7.43779,0.09749,0.74981,1.14,2.305,2,4,Nd,Pb,Rh,6.83,15.47
Y2AlNiO6,1.33326,1.78395,1.23195,0.95895,0.8831,1.63185,1.119,1.63185,0.6983,-3.97745,-5.83208,-1.37282,-0.03978,39,20.5,6.21726,6.81282,0.30712,0.795,1.22,1.76,3,3,Y,Al,Ni,8.42,10.935
Mg2AlCrO6,1.24283,1.35285,1.28115,1.35285,0.93455,1.26075,1.21395,1.26075,0.74825,-5.04225,-6.22275,-0.77042,-1.4121,12,18.5,7.64624,6.37614,-0.42,0.55434,1.31,1.635,2,4,Mg,Al,Cr,5.26,13.875
Pr2AlMnO6,1.39875,2.02475,1.2142,0.36565,0.91335,1.89375,1.14825,0.36655,0.72855,-3.26203,-6.22314,-1.05666,-1.59421,59,19,5.4702,6.7099,0.10923,-0.04358,1.13,1.58,3,3,Pr,Al,Mn,6.38,14.125
Be2CuTcO6,1.037,1.08065,1.3173,1.08065,0.9388,1.00365,1.2574,1.00365,0.494,-6.07034,-4.87236,-1.4731,-3.22453,4,36,9.3227,7.42288,-0.52,0.89389,1.57,1.9,2,4,Be,Cu,Tc,6.02,19.06
Sr2WZnO6,0.9479,1.96785,1.2703,1.96785,0.9553,1.81085,1.2184,1.81085,0.91965,-3.70916,-5.62161,-0.90065,-1.17298,38,52,5.69487,8.62911,0.05207,0.09813,0.95,2.005,2,4,Sr,W,Zn,3.75,19.025
Sr2NbRuO6,1.2059,1.96785,1.52405,1.96785,0.7148,1.81085,1.46675,1.81085,0.70505,-3.70916,-4.84731,-0.90065,-2.02558,38,42.5,5.69487,7.05968,0.05207,0.98189,0.95,1.9,2,4,Sr,Nb,Ru,3.75,23.385
Sm2NbRhO6,1.15665,1.99935,1.556,0.32485,0.70025,1.80355,1.44515,0.32345,0.68815,-3.31902,-4.78913,-0.57557,-2.04984,62,43,5.64371,7.10888,0.162,1.03015,1.17,1.94,2,4,Sm,Nb,Rh,8.06,21.18
Mg2RuWO6,1.29408,1.35285,1.43265,1.35285,0.7189,1.26075,1.3841,1.26075,0.71135,-5.04225,-4.91064,-0.77042,-2.31784,12,59,7.64624,7.61227,-0.42,0.93133,1.31,2.28,2,4,Mg,Ru,W,5.26,28.81
Ca2PtZrO6,1.15173,1.80815,1.52245,1.80815,0.7725,1.65875,1.3956,1.65875,0.74755,-3.94208,-4.89349,-0.93507,-2.83681,20,59,6.11316,7.79648,0.02455,1.2792,1,1.805,2,4,Ca,Pt,Zr,4.44,19.04
Pm2GeMnO6,1.31944,1.98305,1.12225,0.33615,0.78685,1.83585,1.0735,0.33605,0.75075,-3.30607,-8.08562,-1.25847,-1.93859,61,28.5,5.58187,7.66674,0.129,0.35634,1.13,1.78,3,3,Pm,Ge,Mn,6.83,14.265
Ba2PbVO6,0.81532,2.20615,1.2834,2.20615,0.9462,2.07185,1.2344,2.07185,0.90735,-3.35828,-8.11032,-1.33494,-1.7216,56,52.5,5.21166,7.08143,0.14463,0.44219,0.89,1.98,2,4,Ba,Pb,V,3.58,11.74
La2PdTcO6,1.05148,2.03235,1.45505,1.19775,0.62635,1.88385,1.33505,1.88385,0.6218,-3.5912,-4.73553,-1.49016,-2.89773,57,44.5,5.5769,7.72811,0.55755,0.55707,1.1,2.05,3,3,La,Pd,Tc,6.56,22.5
Sr2CrZrO6,1.14476,1.96785,1.58035,1.96785,0.6578,1.81085,1.46895,1.81085,0.6354,-3.70916,-4.55899,-0.90065,-1.30727,38,32,5.69487,6.70032,0.05207,0.55457,0.95,1.495,2,4,Sr,Cr,Zr,3.75,16.51
Pm2MoSbO6,0.81824,1.98305,1.27555,0.33615,0.9804,1.83585,1.23665,0.33605,0.95065,-3.30607,-5.46302,-1.25847,-2.10855,61,46.5,5.58187,7.85041,0.129,0.89737,1.13,2.105,3,3,Pm,Mo,Sb,6.83,17.475
Ba2CoTiO6,1.10979,2.20615,1.42595,2.20615,0.4491,2.07185,1.35365,2.07185,0.44305,-3.35828,-4.98714,-1.33494,-0.70403,56,24.5,5.21166,7.35457,0.14463,0.36891,0.89,1.71,2,4,Ba,Co,Ti,3.58,13.365
Ca2BiWO6,0.86715,1.80815,1.2119,1.80815,1.046,1.65875,1.1847,1.65875,1.01775,-3.94208,-5.27252,-0.93507,-2.38608,20,78.5,6.11316,7.57477,0.02455,0.87932,1,2.19,2,4,Ca,Bi,W,4.44,19.86
Ce2FeGeO6,1.26874,2.07805,1.0923,1.35245,0.77395,1.91635,1.04445,0.38175,0.73905,-3.34104,-8.35655,-1.39487,-1.67869,58,29,5.5386,7.90095,0.572,0.69296,1.12,1.92,4,2,Ce,Fe,Ge,4.78,10.925
Pm2NbSnO6,1.12138,1.98305,1.3424,0.33615,1.07355,1.83585,1.2994,0.33605,1.03125,-3.30607,-7.50362,-1.25847,-1.89978,61,45.5,5.58187,7.05138,0.129,1.01474,1.13,1.78,3,3,Pm,Nb,Sn,6.83,14.355
Pr2CdRhO6,1.08303,2.02475,1.3724,0.36565,0.92715,1.89375,1.26205,0.36655,0.89275,-3.26203,-5.45493,-1.05666,-1.65957,59,46.5,5.4702,8.22636,0.10923,0.21145,1.13,1.985,3,3,Pr,Cd,Rh,6.38,14.495
Ba2NbVO6,1.16405,2.20615,1.5654,2.20615,0.636,2.07185,1.4928,2.07185,0.6269,-3.35828,-4.51059,-1.33494,-1.25506,56,32,5.21166,6.75252,0.14463,0.72253,0.89,1.615,2,4,Ba,Nb,V,3.58,17.45
Be2CoZrO6,1.23194,1.08065,1.4801,1.08065,0.61365,1.00365,1.39175,1.00365,0.59575,-6.07034,-5.0345,-1.4731,-0.82068,4,33.5,9.3227,7.25757,-0.52,0.54778,1.57,1.605,2,4,Be,Co,Zr,6.02,14.14
La2AlPdO6,1.20655,2.03235,1.29515,1.19775,1.0029,1.88385,1.1797,1.88385,0.8153,-3.5912,-6.42316,-1.49016,-2.2353,57,29.5,5.5769,7.1613,0.55755,0.49749,1.1,1.905,3,3,La,Al,Pd,6.56,13.09
Ce2AlNbO6,1.26847,2.07805,1.36025,1.35245,1.1077,1.91635,1.3032,0.38175,0.9155,-3.34104,-6.23418,-1.39487,-1.56499,58,27,5.5386,6.37231,0.572,0.67512,1.12,1.605,3,3,Ce,Al,Nb,4.78,14.225
La2TiWO6,1.31413,2.03235,1.5139,1.19775,0.6705,1.88385,1.43745,1.88385,0.65625,-3.5912,-4.58639,-1.49016,-1.63578,57,48,5.5769,7.34608,0.55755,0.44591,1.1,1.95,3,3,La,Ti,W,6.56,21.51
La2AlRhO6,1.30441,2.03235,1.3056,1.19775,1.0183,1.88385,1.1993,1.88385,0.83,-3.5912,-6.33222,-1.49016,-2.27158,57,29,5.5769,6.72233,0.55755,0.78786,1.1,1.945,3,3,La,Al,Rh,6.56,15.495
Pr2AgWO6,0.84262,2.02475,1.38025,0.36565,1.06525,1.89375,1.32635,0.36655,0.66625,-3.26203,-4.9152,-1.05666,-2.59328,59,60.5,5.4702,7.72013,0.10923,1.06037,1.13,2.145,3,3,Pr,Ag,W,6.38,20.33
Rb2CrZrO6,1.03646,2.29415,1.58035,2.29415,0.6578,0.66735,1.46895,0.75565,0.6354,-2.49875,-4.55899,-1.23792,-1.30727,37,32,4.17713,6.70032,0.48592,0.55457,0.82,1.495,1,5,Rb,Cr,Zr,1.69,16.51
Sm2PtVO6,1.16564,1.99935,1.4284,0.32485,0.57755,1.80355,1.3302,0.32345,0.5718,-3.31902,-4.83366,-0.57557,-2.6317,62,50.5,5.64371,7.85251,0.162,1.32638,1.17,1.955,2,4,Sm,Pt,V,8.06,19.63
Sr2PbPdO6,0.83516,1.96785,1.26355,1.96785,0.99505,1.81085,1.16715,1.81085,0.9539,-3.70916,-8.4798,-0.90065,-2.4801,38,64,5.69487,7.87676,0.05207,0.45943,0.95,2.265,2,4,Sr,Pb,Pd,3.75,13.065
Rb2CoFeO6,0.94603,2.29415,1.2553,2.29415,0.3651,0.66735,1.1986,0.75565,0.3681,-2.49875,-5.41507,-1.23792,-0.47307,37,26.5,4.17713,7.89174,0.48592,0.40775,0.82,1.855,1,5,Rb,Co,Fe,1.69,13.75
Li2MnSnO6,1.04859,1.61625,1.19635,1.61625,0.8792,0.19135,1.14445,0.19135,0.8443,-3.41248,-7.49258,-0.8909,-1.929,3,37.5,5.39171,7.38898,0.61805,0.29604,0.98,1.755,1,5,Li,Mn,Sn,1.76,14.255
Sr2PbPbO6,0.74267,1.96785,1.04665,1.96785,1.41005,1.81085,1.03225,1.81085,1.33455,-3.70916,-11.89056,-0.90065,-2.27633,38,82,5.69487,7.41668,0.05207,0.35672,0.95,2.33,2,4,Sr,Pb,Pb,3.75,8.49
Sr2FeNbO6,1.20021,1.96785,1.43465,1.96785,0.5824,1.81085,1.36505,1.81085,0.575,-3.70916,-4.95098,-0.90065,-1.11256,38,33.5,5.69487,7.33066,0.05207,0.53532,0.95,1.715,2,4,Sr,Fe,Nb,3.75,16.47
Mg2PbTaO6,0.77199,1.35285,1.2535,1.35285,1.1228,1.26075,1.2138,1.26075,1.0787,-5.04225,-8.44061,-0.77042,-1.98349,12,77.5,7.64624,7.48313,-0.42,0.33992,1.31,1.915,2,4,Mg,Pb,Ta,5.26,15.36
Sr2AlCrO6,1.16809,1.96785,1.28115,1.96785,0.93455,1.81085,1.21395,1.81085,0.74825,-3.70916,-6.22275,-0.90065,-1.4121,38,18.5,5.69487,6.37614,0.05207,0.55434,0.95,1.635,2,4,Sr,Al,Cr,3.75,13.875
La2GaRhO6,1.26254,2.03235,1.25615,1.19775,0.9909,1.88385,1.15785,1.88385,0.78855,-3.5912,-6.98512,-1.49016,-2.22821,57,38,5.5769,6.7291,0.55755,0.72205,1.1,2.045,3,3,La,Ga,Rh,6.56,14.375
La2MnRuO6,1.37025,2.03235,1.378,1.19775,0.52045,1.88385,1.3118,1.88385,0.5181,-3.5912,-4.83627,-1.49016,-2.0548,57,34.5,5.5769,7.39727,0.55755,0.26319,1.1,1.875,3,3,La,Mn,Ru,6.56,23.285
La2CoGeO6,1.25457,2.03235,1.08895,1.19775,0.7639,1.88385,1.062,1.88385,0.7308,-3.5912,-8.56074,-1.49016,-1.26989,57,29.5,5.5769,7.89022,0.55755,0.94747,1.1,1.945,3,3,La,Co,Ge,6.56,11.645
Nd2AgPtO6,1.03223,2.00295,1.33465,0.35015,1.0027,1.89905,1.2464,0.34865,0.60485,-3.25222,-5.17494,-1.29622,-3.67766,60,62.5,5.525,8.26753,0.09749,1.71479,1.14,2.105,3,3,Nd,Ag,Pt,6.83,17.085
Li2TcTcO6,1.34184,1.61625,1.42965,1.61625,0.67265,0.19135,1.36805,0.19135,0.67035,-3.41248,-4.40201,-0.8909,-3.11159,3,43,5.39171,7.11938,0.61805,0.552,0.98,1.9,1,5,Li,Tc,Tc,1.76,27.36
Mg2CoRuO6,1.25498,1.35285,1.3447,1.35285,0.4975,1.26075,1.3003,1.26075,0.49815,-5.04225,-5.31139,-0.77042,-1.38609,12,35.5,7.64624,7.62076,-0.42,0.85432,1.31,2.04,2,4,Mg,Co,Ru,5.26,20.665
Rb2CrNbO6,1.16084,2.29415,1.53155,2.29415,0.6165,0.66735,1.4598,0.75565,0.6064,-2.49875,-4.67966,-1.23792,-1.19036,37,32.5,4.17713,6.76268,0.48592,0.79662,0.82,1.63,1,5,Rb,Cr,Nb,1.69,19.56
Nd2GeTaO6,1.25004,2.00295,1.19315,0.35015,1.00415,1.89905,1.1516,0.34865,0.9623,-3.25222,-8.24644,-1.29622,-2.08308,60,52.5,5.525,7.7245,0.09749,0.7779,1.14,1.755,2,4,Nd,Ge,Ta,6.83,15.525
Nd2TcZrO6,1.22851,2.00295,1.56895,0.35015,0.77245,1.89905,1.4677,0.34865,0.751,-3.25222,-4.42588,-1.29622,-2.34434,60,41.5,5.525,6.87675,0.09749,0.49264,1.14,1.615,2,4,Nd,Tc,Zr,6.83,20.585
Mg2WWO6,1.38425,1.35285,1.42785,1.35285,0.79785,1.26075,1.38375,1.26075,0.78625,-5.04225,-4.81775,-0.77042,-1.92777,12,74,7.64624,7.86403,-0.42,0.81627,1.31,2.36,2,4,Mg,W,W,5.26,30.76
Rb2CrSnO6,0.95171,2.29415,1.2633,2.29415,0.9004,0.66735,1.21015,0.75565,0.864,-2.49875,-7.49219,-1.23792,-1.74689,37,37,4.17713,7.05521,0.48592,0.89396,0.82,1.81,1,5,Rb,Cr,Sn,1.69,14.005
K2PtRuO6,0.99165,2.18365,1.38705,2.18365,0.65635,0.56995,1.30415,0.61135,0.64995,-2.62161,-5.17038,-1.15107,-3.40222,19,61,4.34066,8.15967,0.50146,1.58574,0.82,2.24,1,5,K,Pt,Ru,1.82,25.565
Pr2NbPbO6,0.72289,2.02475,1.32865,0.36565,1.09985,1.89375,1.29065,0.36655,1.0541,-3.26203,-8.29083,-1.05666,-1.80979,59,61.5,5.4702,7.08776,0.10923,0.63706,1.13,1.965,3,3,Pr,Nb,Pb,6.38,14.2
Sr2CrRuO6,1.25976,1.96785,1.44495,1.96785,0.54165,1.81085,1.3775,1.81085,0.5378,-3.70916,-4.83588,-0.90065,-1.87269,38,34,5.69487,7.06351,0.05207,0.86111,0.95,1.93,2,4,Sr,Cr,Ru,3.75,23.035
Ce2CdTiO6,1.04958,2.07805,1.4217,1.35245,0.8933,1.91635,1.337,0.38175,0.85455,-3.34104,-5.18886,-1.39487,-0.95324,58,35,5.5386,7.91097,0.572,-0.32223,1.12,1.615,4,2,Ce,Cd,Ti,4.78,9.4
Ba2AlPtO6,1.06117,2.20615,1.22325,2.20615,1.04925,2.07185,1.1406,2.07185,0.8604,-3.35828,-6.55725,-1.33494,-2.94163,56,45.5,5.21166,7.4723,0.14463,1.27897,0.89,1.945,2,4,Ba,Al,Pt,3.58,16.405
Ba2FeRuO6,1.14112,2.20615,1.34805,2.20615,0.50755,2.07185,1.28275,2.07185,0.5064,-3.35828,-5.1072,-1.33494,-1.79489,56,35,5.21166,7.63148,0.14463,0.59981,0.89,2.015,2,4,Ba,Fe,Ru,3.58,19.945
Sm2CdMnO6,1.08238,1.99935,1.281,0.32485,0.8222,1.80355,1.211,0.32345,0.7913,-3.31902,-5.34585,-0.57557,-0.98219,62,36.5,5.64371,8.21393,0.162,-0.62,1.17,1.62,2,4,Sm,Cd,Mn,8.06,13.125
Na2CrPbO6,0.84724,1.74615,1.24955,1.74615,0.9267,0.32095,1.2014,0.28665,0.88685,-3.18997,-8.2794,-0.88318,-1.6569,11,53,5.13908,7.09159,0.54793,0.51628,0.93,1.995,1,5,Na,Cr,Pb,1.82,13.85
Y2GaRhO6,1.29973,1.78395,1.25615,0.95895,0.9909,1.63185,1.15785,1.63185,0.78855,-3.97745,-6.98512,-1.37282,-2.22821,39,38,6.21726,6.7291,0.30712,0.72205,1.22,2.045,3,3,Y,Ga,Rh,8.42,14.375
Ce2CdWO6,1.03748,2.07805,1.33565,1.35245,1.02065,1.91635,1.2833,0.38175,0.98455,-3.34104,-5.42022,-1.39487,-1.24524,58,61,5.5386,8.42893,0.572,0.04813,1.12,2.025,3,3,Ce,Cd,W,4.78,18.65
Be2NiTaO6,1.25286,1.08065,1.4072,1.08065,0.588,1.00365,1.288,1.00365,0.58105,-6.07034,-4.43878,-1.4731,0.00827,4,50.5,9.3227,7.59472,-0.52,0.74014,1.57,1.705,2,4,Be,Ni,Ta,6.02,17.78
Nd2GaGaO6,1.23293,2.00295,1.01095,0.35015,1.37095,1.89905,0.97445,0.34865,0.97445,-3.25222,-9.08307,-1.29622,-1.69999,60,31,5.525,5.9993,0.09749,0.3012,1.14,1.81,3,3,Nd,Ga,Ga,6.83,6.3
Cs2CrNiO6,0.70534,2.51755,1.40325,2.51755,0.3919,0.81755,1.2756,0.94155,0.3892,-2.29006,-4.27756,-1.22595,0.33486,55,26,3.89391,7.20319,0.47163,0.9165,0.79,1.785,1,5,Cs,Cr,Ni,1.43,16.27
Sm2NiPtO6,1.22714,1.99935,1.34535,0.32485,0.5066,1.80355,1.20225,0.32345,0.50135,-3.31902,-4.61206,-0.57557,-1.19468,62,53,5.64371,8.29935,0.162,1.64113,1.17,2.095,2,4,Sm,Ni,Pt,8.06,18.8
Pr2NbTaO6,1.27611,2.02475,1.5355,0.36565,0.8126,1.89375,1.4722,0.36655,0.79825,-3.26203,-4.84088,-1.05666,-1.51695,59,57,5.4702,7.15421,0.10923,0.62026,1.13,1.55,3,3,Pr,Nb,Ta,6.38,21.07
Cs2CrMoO6,1.088,2.51755,1.49665,2.51755,0.58565,0.81755,1.42585,0.94155,0.5785,-2.29006,-4.74993,-1.22595,-1.09199,55,33,3.89391,6.92947,0.47163,0.71159,0.79,1.91,1,5,Cs,Cr,Mo,1.43,22.615
Sr2MnMnO6,1.26064,1.96785,1.31855,1.96785,0.40095,1.81085,1.23915,1.81085,0.39975,-3.70916,-4.66901,-0.90065,-1.40168,38,25,5.69487,7.43404,0.05207,-0.52,0.95,1.55,2,4,Sr,Mn,Mn,3.75,19.71
Pm2RhTiO6,1.28598,1.98305,1.55065,0.33615,0.577,1.83585,1.4162,0.33605,0.56445,-3.30607,-4.6211,-1.25847,-2.05011,61,33.5,5.58187,7.14351,0.129,0.60922,1.13,1.91,3,3,Pm,Rh,Ti,6.83,17.355
Ca2PdWO6,0.98884,1.80815,1.45415,1.80815,0.68895,1.65875,1.3429,1.65875,0.67975,-3.94208,-4.9434,-0.93507,-2.30582,20,60,6.11316,8.10043,0.02455,0.6892,1,2.28,2,4,Ca,Pd,W,4.44,24.2
Be2CrPbO6,1.03162,1.08065,1.24955,1.08065,0.9267,1.00365,1.2014,1.00365,0.88685,-6.07034,-8.2794,-1.4731,-1.6569,4,53,9.3227,7.09159,-0.52,0.51628,1.57,1.995,2,4,Be,Cr,Pb,6.02,13.85
Li2MnZrO6,1.09548,1.61625,1.5134,1.61625,0.6366,0.19135,1.40325,0.19135,0.6157,-3.41248,-4.55938,-0.8909,-1.48938,3,32.5,5.39171,7.03408,0.61805,-0.04336,0.98,1.44,1,5,Li,Mn,Zr,1.76,16.76
La2CdPdO6,1.05913,2.03235,1.36195,1.19775,0.91175,1.88385,1.24245,1.88385,0.87805,-3.5912,-5.54587,-1.49016,-1.62328,57,47,5.5769,8.66533,0.55755,-0.07893,1.1,1.945,3,3,La,Cd,Pd,6.56,12.09
Mg2CrMnO6,1.37025,1.35285,1.3855,1.35285,0.42215,1.26075,1.30485,1.26075,0.41945,-5.04225,-4.66862,-0.77042,-1.21957,12,24.5,7.64624,7.10027,-0.42,0.07792,1.31,1.605,2,4,Mg,Cr,Mn,5.26,19.46
Pr2MoTaO6,1.30038,2.02475,1.5006,0.36565,0.78175,1.89375,1.43825,0.36655,0.77035,-3.26203,-4.91115,-1.05666,-1.41858,59,57.5,5.4702,7.321,0.10923,0.53523,1.13,1.83,3,3,Pr,Mo,Ta,6.38,24.125
Nd2PbVO6,0.61165,2.00295,1.2834,0.35015,0.9462,1.89905,1.2344,0.34865,0.90735,-3.25222,-8.11032,-1.29622,-1.7216,60,52.5,5.525,7.08143,0.09749,0.44219,1.14,1.98,3,3,Nd,Pb,V,6.83,11.74
Pm2AlRuO6,1.33517,1.98305,1.27365,0.33615,1.03285,1.83585,1.2209,0.33605,0.8469,-3.30607,-6.3904,-1.25847,-2.24732,61,28.5,5.58187,6.67313,0.129,0.73961,1.13,1.905,3,3,Pm,Al,Ru,6.83,17.7
La2PbRhO6,1.01082,2.03235,1.274,1.19775,1.01045,1.88385,1.18675,1.88385,0.9686,-3.5912,-8.38887,-1.49016,-2.51638,57,63.5,5.5769,7.43779,0.55755,0.74981,1.1,2.305,3,3,La,Pb,Rh,6.56,15.47
Pr2MnZrO6,1.25507,2.02475,1.5134,0.36565,0.6366,1.89375,1.40325,0.36655,0.6157,-3.26203,-4.55938,-1.05666,-1.48938,59,32.5,5.4702,7.03408,0.10923,-0.04336,1.13,1.44,3,3,Pr,Mn,Zr,6.38,16.76
Y2VVO6,1.38791,1.78395,1.52015,0.95895,0.48235,1.63185,1.43655,1.63185,0.48015,-3.97745,-4.33008,-1.37282,-1.16686,39,23,6.21726,6.74619,0.30712,0.52766,1.22,1.63,3,3,Y,V,V,8.42,14.99
Sm2TcWO6,1.33656,1.99935,1.42875,0.32485,0.73525,1.80355,1.3759,0.32345,0.7283,-3.31902,-4.60988,-0.57557,-2.51968,62,58.5,5.64371,7.49171,0.162,0.68413,1.17,2.13,2,4,Sm,Tc,W,8.06,29.06
Nd2AlAlO6,1.32711,2.00295,1.10985,0.35015,1.42575,1.89905,1.05735,0.34865,1.05735,-3.25222,-7.77727,-1.29622,-1.78673,60,13,5.525,5.98577,0.09749,0.43284,1.14,1.61,3,3,Nd,Al,Al,6.83,8.54
Li2PtRuO6,1.09332,1.61625,1.38705,1.61625,0.65635,0.19135,1.30415,0.19135,0.64995,-3.41248,-5.17038,-0.8909,-3.40222,3,61,5.39171,8.15967,0.61805,1.58574,0.98,2.24,1,5,Li,Pt,Ru,1.76,25.565
Na2MnTaO6,1.25139,1.74615,1.38945,1.74615,0.61825,0.32095,1.31725,0.28665,0.6113,-3.18997,-4.82984,-0.88318,-1.54617,11,49,5.13908,7.4918,0.54793,-0.09844,0.93,1.525,1,5,Na,Mn,Ta,1.82,20.97
Be2PtTaO6,1.34019,1.08065,1.3985,1.08065,0.75415,1.00365,1.3096,1.00365,0.74315,-6.07034,-5.16395,-1.4731,-2.89359,4,75.5,9.3227,8.2542,-0.52,1.22411,1.57,1.89,2,4,Be,Pt,Ta,6.02,23.25
La2NiTiO6,1.21355,2.03235,1.477,1.19775,0.4418,1.88385,1.3359,1.88385,0.43275,-3.5912,-4.12096,-1.49016,0.1817,57,25,5.5769,7.234,0.55755,0.61635,1.1,1.725,3,3,La,Ni,Ti,6.56,12.795
Nd2PtRuO6,1.21056,2.00295,1.38705,0.35015,0.65635,1.89905,1.30415,0.34865,0.64995,-3.25222,-5.17038,-1.29622,-3.40222,60,61,5.525,8.15967,0.09749,1.58574,1.14,2.24,2,4,Nd,Pt,Ru,6.83,25.565
Sm2RhWO6,1.05877,1.99935,1.4646,0.32485,0.70435,1.80355,1.3625,0.32345,0.69445,-3.31902,-4.85246,-0.57557,-2.3421,62,59.5,5.64371,7.66147,0.162,0.97958,1.17,2.32,2,4,Sm,Rh,W,8.06,26.605
Be2WWO6,1.45956,1.08065,1.42785,1.08065,0.79785,1.00365,1.38375,1.00365,0.78625,-6.07034,-4.81775,-1.4731,-1.92777,4,74,9.3227,7.86403,-0.52,0.81627,1.57,2.36,4,2,Be,W,W,6.02,30.76
Li2TcVO6,1.29741,1.61625,1.4749,1.61625,0.5775,0.19135,1.4023,0.19135,0.57525,-3.41248,-4.36605,-0.8909,-2.13923,3,33,5.39171,6.93278,0.61805,0.53983,0.98,1.765,1,5,Li,Tc,V,1.76,21.175
Sm2CuPtO6,1.15807,1.99935,1.2708,0.32485,0.93885,1.80355,1.1853,0.32345,0.49055,-3.31902,-5.33997,-0.57557,-3.717,62,53.5,5.64371,8.34261,0.162,1.68044,1.17,2.09,3,3,Sm,Cu,Pt,8.06,17.515
Mg2SbVO6,0.99274,1.35285,1.2652,1.35285,0.8576,1.26075,1.21435,1.26075,0.8318,-5.04225,-5.21224,-0.77042,-2.11873,12,37,7.64624,7.67729,-0.42,0.78753,1.31,1.84,2,4,Mg,Sb,V,5.26,11.96
La2MnTiO6,1.33868,2.03235,1.45925,1.19775,0.47205,1.88385,1.36515,1.88385,0.463,-3.5912,-4.51202,-1.49016,-1.37273,57,23.5,5.5769,7.13108,0.55755,-0.22223,1.1,1.545,3,3,La,Mn,Ti,6.56,15.985
La2CrCuO6,1.16876,2.03235,1.3287,1.19775,0.82415,1.88385,1.25865,1.88385,0.3784,-3.5912,-5.00547,-1.49016,-2.18747,57,26.5,5.5769,7.24645,0.55755,0.95581,1.1,1.78,3,3,La,Cr,Cu,6.56,14.985
